Chromosome,Start,End,Type,Family,GeneID
1,3067308,3069178,LTR/Gypsy,rnd-1_family-0,
1,3067308,3067603,LTR/Gypsy,rnd-1_family-0,
1,3068922,3069178,LTR/Gypsy,rnd-1_family-0,
1,3111086,3111108,LTR/Gypsy,rnd-1_family-0,
1,3196273,3196382,LTR/Gypsy,rnd-1_family-0,
1,3215764,3215871,LTR/Gypsy,rnd-1_family-0,
1,3216733,3216901,LTR/Gypsy,rnd-1_family-0,
1,3236126,3236296,LTR/Gypsy,rnd-1_family-0,
1,3287740,3289278,LTR/Gypsy,rnd-1_family-0,
1,3287740,3287920,LTR/Gypsy,rnd-1_family-0,
1,3289137,3289278,LTR/Gypsy,rnd-1_family-0,
1,3307058,3307194,LTR/Gypsy,rnd-1_family-0,
1,3309308,3309354,LTR/Gypsy,rnd-1_family-0,
1,3321004,3321180,LTR/Gypsy,rnd-1_family-0,
1,3326422,3326685,LTR/Gypsy,rnd-1_family-0,
1,3334234,3334401,LTR/Gypsy,rnd-1_family-0,
1,3337022,3337195,LTR/Gypsy,rnd-1_family-0,
1,3337022,3337075,LTR/Gypsy,rnd-1_family-0,
1,3337178,3337195,LTR/Gypsy,rnd-1_family-0,
1,3346647,3346832,LTR/Gypsy,rnd-1_family-0,
1,3356224,3356480,LTR/Gypsy,rnd-1_family-0,
1,3382641,3382827,LTR/Gypsy,rnd-1_family-0,
1,3384077,3384256,LTR/Gypsy,rnd-1_family-0,
1,3384965,3385134,LTR/Gypsy,rnd-1_family-0,
1,3402440,3403310,LTR/Gypsy,rnd-1_family-0,
1,3402440,3402609,LTR/Gypsy,rnd-1_family-0,
1,3403282,3403310,LTR/Gypsy,rnd-1_family-0,
1,3402473,3402632,LTR/Gypsy,rnd-1_family-0,
1,3403098,3403122,LTR/Gypsy,rnd-1_family-0,
1,3410554,3410712,LTR/Gypsy,rnd-1_family-0,
1,3416993,3417017,LTR/Gypsy,rnd-1_family-0,
1,3419388,3419469,LTR/Gypsy,rnd-1_family-0,
1,3447228,3447386,LTR/Gypsy,rnd-1_family-0,
1,3453122,3453378,LTR/Gypsy,rnd-1_family-0,
1,3456534,3456768,LTR/Gypsy,rnd-1_family-0,
1,3472909,3474640,LTR/Gypsy,rnd-1_family-0,
1,3472909,3473125,LTR/Gypsy,rnd-1_family-0,
1,3474492,3474640,LTR/Gypsy,rnd-1_family-0,
1,3474699,3476628,LTR/Gypsy,rnd-1_family-0,
1,3474699,3474823,LTR/Gypsy,rnd-1_family-0,
1,3476443,3476628,LTR/Gypsy,rnd-1_family-0,
1,3481521,3481753,LTR/Gypsy,rnd-1_family-0,
1,3488004,3488121,LTR/Gypsy,rnd-1_family-0,
1,3493842,3493969,LTR/Gypsy,rnd-1_family-0,
1,3541456,3541620,LTR/Gypsy,rnd-1_family-0,
1,3555619,3555803,LTR/Gypsy,rnd-1_family-0,
1,3628755,3628892,LTR/Gypsy,rnd-1_family-0,
1,3634425,3634456,LTR/Gypsy,rnd-1_family-0,
1,3656901,3658064,LTR/Gypsy,rnd-1_family-0,
1,3656901,3657107,LTR/Gypsy,rnd-1_family-0,
1,3657866,3658064,LTR/Gypsy,rnd-1_family-0,
1,3700105,3700269,LTR/Gypsy,rnd-1_family-0,
1,3700781,3700946,LTR/Gypsy,rnd-1_family-0,
1,3703324,3703489,LTR/Gypsy,rnd-1_family-0,
1,3713350,3713529,LTR/Gypsy,rnd-1_family-0,
1,3726389,3726542,LTR/Gypsy,rnd-1_family-0,
1,3746630,3746905,LTR/Gypsy,rnd-1_family-0,
1,3746630,3746662,LTR/Gypsy,rnd-1_family-0,
1,3746875,3746905,LTR/Gypsy,rnd-1_family-0,
1,3753124,3753171,LTR/Gypsy,rnd-1_family-0,
1,3753136,3753236,LTR/Gypsy,rnd-1_family-0,
1,3780386,3780464,LTR/Gypsy,rnd-1_family-0,
1,3792435,3794843,LTR/Gypsy,rnd-1_family-0,
1,3792435,3792609,LTR/Gypsy,rnd-1_family-0,
1,3794809,3794843,LTR/Gypsy,rnd-1_family-0,
1,3794620,3794634,LTR/Gypsy,rnd-1_family-0,
1,3823326,3823530,LTR/Gypsy,rnd-1_family-0,
1,3871294,3871477,LTR/Gypsy,rnd-1_family-0,
1,3895029,3895193,LTR/Gypsy,rnd-1_family-0,
1,3931779,3931966,LTR/Gypsy,rnd-1_family-0,
1,3934795,3935053,LTR/Gypsy,rnd-1_family-0,
1,3935628,3935919,LTR/Gypsy,rnd-1_family-0,
1,3937545,3937606,LTR/Gypsy,rnd-1_family-0,
1,3946789,3946891,LTR/Gypsy,rnd-1_family-0,
1,3946929,3947028,LTR/Gypsy,rnd-1_family-0,
1,3984853,3985018,LTR/Gypsy,rnd-1_family-0,
1,4002221,4002425,LTR/Gypsy,rnd-1_family-0,
1,4026154,4026314,LTR/Gypsy,rnd-1_family-0,
1,4035056,4035248,LTR/Gypsy,rnd-1_family-0,
1,4078658,4078809,LTR/Gypsy,rnd-1_family-0,
1,4110183,4110377,LTR/Gypsy,rnd-1_family-0,
1,4116517,4116711,LTR/Gypsy,rnd-1_family-0,
1,4131621,4135214,LTR/Gypsy,rnd-1_family-0,
1,4131621,4131796,LTR/Gypsy,rnd-1_family-0,
1,4135147,4135214,LTR/Gypsy,rnd-1_family-0,
1,4173718,4173988,LTR/Gypsy,rnd-1_family-0,
1,4182858,4183021,LTR/Gypsy,rnd-1_family-0,
1,4213561,4213726,LTR/Gypsy,rnd-1_family-0,
1,4213561,4213604,LTR/Gypsy,rnd-1_family-0,
1,4213684,4213726,LTR/Gypsy,rnd-1_family-0,
1,4219270,4219396,LTR/Gypsy,rnd-1_family-0,
1,4219439,4219528,LTR/Gypsy,rnd-1_family-0,
1,4231874,4231989,LTR/Gypsy,rnd-1_family-0,
1,4264940,4267996,LTR/Gypsy,rnd-1_family-0,
1,4264940,4265124,LTR/Gypsy,rnd-1_family-0,
1,4267976,4267996,LTR/Gypsy,rnd-1_family-0,
1,4267711,4269728,LTR/Gypsy,rnd-1_family-0,
1,4267711,4267725,LTR/Gypsy,rnd-1_family-0,
1,4269676,4269728,LTR/Gypsy,rnd-1_family-0,
1,4269516,4269527,LTR/Gypsy,rnd-1_family-0,
1,4272895,4273088,LTR/Gypsy,rnd-1_family-0,
1,4324076,4324464,LTR/Gypsy,rnd-1_family-0,
1,4334940,4335128,LTR/Gypsy,rnd-1_family-0,
1,4349316,4349418,LTR/Gypsy,rnd-1_family-0,
1,4364980,4365150,LTR/Gypsy,rnd-1_family-0,
1,4371286,4371520,LTR/Gypsy,rnd-1_family-0,
1,4404234,4407884,LTR/Gypsy,rnd-1_family-0,
1,4404234,4404422,LTR/Gypsy,rnd-1_family-0,
1,4405699,4405732,LTR/Gypsy,rnd-1_family-0,
1,4407313,4407528,LTR/Gypsy,rnd-1_family-0,
1,4407843,4407884,LTR/Gypsy,rnd-1_family-0,
1,4407619,4407675,LTR/Gypsy,rnd-1_family-0,
1,4420167,4420345,LTR/Gypsy,rnd-1_family-0,
1,4450107,4450365,LTR/Gypsy,rnd-1_family-0,
1,4457602,4457886,LTR/Gypsy,rnd-1_family-0,
1,4465058,4465089,LTR/Gypsy,rnd-1_family-0,
1,4466493,4466679,LTR/Gypsy,rnd-1_family-0,
1,4467505,4467701,LTR/Gypsy,rnd-1_family-0,
1,4509720,4509890,LTR/Gypsy,rnd-1_family-0,
1,4537353,4537552,LTR/Gypsy,rnd-1_family-0,
1,4548422,4548568,LTR/Gypsy,rnd-1_family-0,
1,4606750,4606791,LTR/Gypsy,rnd-1_family-0,
1,4617711,4617896,LTR/Gypsy,rnd-1_family-0,
1,4620116,4620482,LTR/Gypsy,rnd-1_family-0,
1,4620116,4620232,LTR/Gypsy,rnd-1_family-0,
1,4620466,4620482,LTR/Gypsy,rnd-1_family-0,
1,4658453,4658536,LTR/Gypsy,rnd-1_family-0,
1,4664844,4665024,LTR/Gypsy,rnd-1_family-0,
1,4670548,4670617,LTR/Gypsy,rnd-1_family-0,
1,4702265,4702318,LTR/Gypsy,rnd-1_family-0,
1,4774923,4775210,LTR/Gypsy,rnd-1_family-0,
1,4790828,4790896,LTR/Gypsy,rnd-1_family-0,
1,4802639,4802814,LTR/Gypsy,rnd-1_family-0,
1,4859468,4859545,LTR/Gypsy,rnd-1_family-0,
1,4879935,4882143,LTR/Gypsy,rnd-1_family-0,
1,4879935,4880040,LTR/Gypsy,rnd-1_family-0,
1,4881977,4882143,LTR/Gypsy,rnd-1_family-0,
1,4915291,4915848,LTR/Gypsy,rnd-1_family-0,
1,4920250,4920706,LTR/Gypsy,rnd-1_family-0,
1,4920596,4920727,LTR/Gypsy,rnd-1_family-0,
1,122563,123247,LTR/Gypsy,rnd-1_family-104,
1,168817,169114,LTR/Gypsy,rnd-1_family-104,
1,189457,191416,LTR/Gypsy,rnd-1_family-104,
1,3571510,3571807,LTR/Gypsy,rnd-1_family-104,
1,83392,83787,LTR/Gypsy,rnd-1_family-26,
1,116898,122978,LTR/Gypsy,rnd-1_family-26,
1,123248,123620,LTR/Gypsy,rnd-1_family-26,
1,162508,168816,LTR/Gypsy,rnd-1_family-26,
1,169115,174493,LTR/Gypsy,rnd-1_family-26,
1,186570,190812,LTR/Gypsy,rnd-1_family-26,
1,191417,191517,LTR/Gypsy,rnd-1_family-26,
1,2858345,2858433,LTR/Gypsy,rnd-1_family-26,
1,3571120,3571509,LTR/Gypsy,rnd-1_family-26,
1,3571808,3578116,LTR/Gypsy,rnd-1_family-26,
1,4922307,4922442,LTR/Gypsy,rnd-1_family-26,
1,2855338,2855370,LTR/Gypsy,rnd-1_family-75,
1,218165,218239,LTR/Gypsy,rnd-3_family-148,
1,312001,312021,LTR/Gypsy,rnd-3_family-148,
1,353898,354021,LTR/Gypsy,rnd-3_family-148,
1,392207,392328,LTR/Gypsy,rnd-3_family-148,
1,394686,394916,LTR/Gypsy,rnd-3_family-148,
1,467114,467201,LTR/Gypsy,rnd-3_family-148,
1,556475,556553,LTR/Gypsy,rnd-3_family-148,
1,591050,591075,LTR/Gypsy,rnd-3_family-148,
1,696336,696450,LTR/Gypsy,rnd-3_family-148,
1,752474,752523,LTR/Gypsy,rnd-3_family-148,
1,867929,868575,LTR/Gypsy,rnd-3_family-148,
1,930104,930265,LTR/Gypsy,rnd-3_family-148,
1,1012465,1012668,LTR/Gypsy,rnd-3_family-148,
1,1020725,1020879,LTR/Gypsy,rnd-3_family-148,
1,1025276,1025501,LTR/Gypsy,rnd-3_family-148,
1,1042457,1042530,LTR/Gypsy,rnd-3_family-148,
1,1066874,1067044,LTR/Gypsy,rnd-3_family-148,
1,1070177,1070253,LTR/Gypsy,rnd-3_family-148,
1,1095555,1095672,LTR/Gypsy,rnd-3_family-148,
1,1176273,1176469,LTR/Gypsy,rnd-3_family-148,
1,1240919,1241089,LTR/Gypsy,rnd-3_family-148,
1,1435363,1435386,LTR/Gypsy,rnd-3_family-148,
1,1476222,1476310,LTR/Gypsy,rnd-3_family-148,
1,1525349,1525441,LTR/Gypsy,rnd-3_family-148,
1,1625602,1625869,LTR/Gypsy,rnd-3_family-148,
1,1625602,1625655,LTR/Gypsy,rnd-3_family-148,
1,1625852,1625869,LTR/Gypsy,rnd-3_family-148,
1,1646345,1646438,LTR/Gypsy,rnd-3_family-148,
1,1669185,1669416,LTR/Gypsy,rnd-3_family-148,
1,1711064,1711206,LTR/Gypsy,rnd-3_family-148,
1,1711064,1711080,LTR/Gypsy,rnd-3_family-148,
1,1711185,1711206,LTR/Gypsy,rnd-3_family-148,
1,1732627,1732762,LTR/Gypsy,rnd-3_family-148,
1,1880675,1880832,LTR/Gypsy,rnd-3_family-148,
1,1909575,1909682,LTR/Gypsy,rnd-3_family-148,
1,2143761,2143884,LTR/Gypsy,rnd-3_family-148,
1,2157584,2157693,LTR/Gypsy,rnd-3_family-148,
1,2190111,2190123,LTR/Gypsy,rnd-3_family-148,
1,2192519,2192642,LTR/Gypsy,rnd-3_family-148,
1,2290206,2290271,LTR/Gypsy,rnd-3_family-148,
1,2308370,2308502,LTR/Gypsy,rnd-3_family-148,
1,2354412,2354486,LTR/Gypsy,rnd-3_family-148,
1,2483929,2484036,LTR/Gypsy,rnd-3_family-148,
1,2545676,2545761,LTR/Gypsy,rnd-3_family-148,
1,2705200,2705442,LTR/Gypsy,rnd-3_family-148,
1,2705200,2705234,LTR/Gypsy,rnd-3_family-148,
1,2705429,2705442,LTR/Gypsy,rnd-3_family-148,
1,2727560,2727722,LTR/Gypsy,rnd-3_family-148,
1,2756402,2756461,LTR/Gypsy,rnd-3_family-148,
1,2881555,2881673,LTR/Gypsy,rnd-3_family-148,
1,2933961,2934106,LTR/Gypsy,rnd-3_family-148,
1,2961022,2961054,LTR/Gypsy,rnd-3_family-148,
1,3137259,3137339,LTR/Gypsy,rnd-3_family-148,
1,3152680,3152811,LTR/Gypsy,rnd-3_family-148,
1,3191869,3192026,LTR/Gypsy,rnd-3_family-148,
1,3228989,3229163,LTR/Gypsy,rnd-3_family-148,
1,3240728,3240843,LTR/Gypsy,rnd-3_family-148,
1,3240728,3240742,LTR/Gypsy,rnd-3_family-148,
1,3240824,3240843,LTR/Gypsy,rnd-3_family-148,
1,3318705,3318910,LTR/Gypsy,rnd-3_family-148,
1,3346325,3346421,LTR/Gypsy,rnd-3_family-148,
1,3497938,3498062,LTR/Gypsy,rnd-3_family-148,
1,3670909,3670984,LTR/Gypsy,rnd-3_family-148,
1,3774563,3774663,LTR/Gypsy,rnd-3_family-148,
1,3803413,3803602,LTR/Gypsy,rnd-3_family-148,
1,3803940,3804061,LTR/Gypsy,rnd-3_family-148,
1,3809845,3809943,LTR/Gypsy,rnd-3_family-148,
1,3838514,3838598,LTR/Gypsy,rnd-3_family-148,
1,3850152,3850275,LTR/Gypsy,rnd-3_family-148,
1,3887814,3887957,LTR/Gypsy,rnd-3_family-148,
1,4058427,4058579,LTR/Gypsy,rnd-3_family-148,
1,4073159,4073224,LTR/Gypsy,rnd-3_family-148,
1,4110862,4111172,LTR/Gypsy,rnd-3_family-148,
1,4117302,4117571,LTR/Gypsy,rnd-3_family-148,
1,4131383,4131533,LTR/Gypsy,rnd-3_family-148,
1,4190842,4191041,LTR/Gypsy,rnd-3_family-148,
1,4211184,4211195,LTR/Gypsy,rnd-3_family-148,
1,4638466,4638821,LTR/Gypsy,rnd-3_family-148,
1,4638466,4638599,LTR/Gypsy,rnd-3_family-148,
1,4638809,4638821,LTR/Gypsy,rnd-3_family-148,
1,4679082,4679263,LTR/Gypsy,rnd-3_family-148,
1,4740034,4740050,LTR/Gypsy,rnd-3_family-148,
1,4743235,4743332,LTR/Gypsy,rnd-3_family-148,
1,4774046,4774149,LTR/Gypsy,rnd-3_family-148,
1,4902025,4902252,LTR/Gypsy,rnd-3_family-148,
2,1835012,1839836,LTR/DIRS,rnd-1_family-13,
2,1839782,1839844,LTR/DIRS,rnd-1_family-13,
2,3772147,3772577,LTR/DIRS,rnd-1_family-13,
2,18196,18419,LTR/Gypsy,rnd-1_family-0,
2,23352,23553,LTR/Gypsy,rnd-1_family-0,
2,23352,23455,LTR/Gypsy,rnd-1_family-0,
2,23489,23553,LTR/Gypsy,rnd-1_family-0,
2,56056,56286,LTR/Gypsy,rnd-1_family-0,
2,64593,64680,LTR/Gypsy,rnd-1_family-0,
2,73089,73196,LTR/Gypsy,rnd-1_family-0,
2,85333,85523,LTR/Gypsy,rnd-1_family-0,
2,118041,118101,LTR/Gypsy,rnd-1_family-0,
2,127154,127482,LTR/Gypsy,rnd-1_family-0,
2,151731,152085,LTR/Gypsy,rnd-1_family-0,
2,152126,152301,LTR/Gypsy,rnd-1_family-0,
2,163969,164040,LTR/Gypsy,rnd-1_family-0,
2,168148,168491,LTR/Gypsy,rnd-1_family-0,
2,200235,200512,LTR/Gypsy,rnd-1_family-0,
2,229472,229690,LTR/Gypsy,rnd-1_family-0,
2,242613,242788,LTR/Gypsy,rnd-1_family-0,
2,274714,274876,LTR/Gypsy,rnd-1_family-0,
2,291224,292454,LTR/Gypsy,rnd-1_family-0,
2,291224,291667,LTR/Gypsy,rnd-1_family-0,
2,291845,292454,LTR/Gypsy,rnd-1_family-0,
2,299624,299884,LTR/Gypsy,rnd-1_family-0,
2,299856,299888,LTR/Gypsy,rnd-1_family-0,
2,303408,303585,LTR/Gypsy,rnd-1_family-0,
2,307693,308148,LTR/Gypsy,rnd-1_family-0,
2,308038,308184,LTR/Gypsy,rnd-1_family-0,
2,326024,326313,LTR/Gypsy,rnd-1_family-0,
2,326024,326089,LTR/Gypsy,rnd-1_family-0,
2,326298,326313,LTR/Gypsy,rnd-1_family-0,
2,333917,333996,LTR/Gypsy,rnd-1_family-0,
2,333967,334032,LTR/Gypsy,rnd-1_family-0,
2,339040,339164,LTR/Gypsy,rnd-1_family-0,
2,346020,346161,LTR/Gypsy,rnd-1_family-0,
2,348025,350200,LTR/Gypsy,rnd-1_family-0,
2,348025,348676,LTR/Gypsy,rnd-1_family-0,
2,349954,350200,LTR/Gypsy,rnd-1_family-0,
2,372487,372833,LTR/Gypsy,rnd-1_family-0,
2,396788,397054,LTR/Gypsy,rnd-1_family-0,
2,403843,404000,LTR/Gypsy,rnd-1_family-0,
2,442621,442798,LTR/Gypsy,rnd-1_family-0,
2,460966,461065,LTR/Gypsy,rnd-1_family-0,
2,463052,463195,LTR/Gypsy,rnd-1_family-0,
2,475375,477150,LTR/Gypsy,rnd-1_family-0,
2,475375,475394,LTR/Gypsy,rnd-1_family-0,
2,477140,477150,LTR/Gypsy,rnd-1_family-0,
2,476985,477034,LTR/Gypsy,rnd-1_family-0,
2,481839,482011,LTR/Gypsy,rnd-1_family-0,
2,494310,494553,LTR/Gypsy,rnd-1_family-0,
2,518140,518296,LTR/Gypsy,rnd-1_family-0,
2,566049,566291,LTR/Gypsy,rnd-1_family-0,
2,568422,568601,LTR/Gypsy,rnd-1_family-0,
2,598427,598538,LTR/Gypsy,rnd-1_family-0,
2,635858,636105,LTR/Gypsy,rnd-1_family-0,
2,650805,650902,LTR/Gypsy,rnd-1_family-0,
2,656379,656394,LTR/Gypsy,rnd-1_family-0,
2,724908,725201,LTR/Gypsy,rnd-1_family-0,
2,724908,724934,LTR/Gypsy,rnd-1_family-0,
2,725132,725201,LTR/Gypsy,rnd-1_family-0,
2,745658,745834,LTR/Gypsy,rnd-1_family-0,
2,770660,770853,LTR/Gypsy,rnd-1_family-0,
2,770867,770967,LTR/Gypsy,rnd-1_family-0,
2,792924,793063,LTR/Gypsy,rnd-1_family-0,
2,794679,794772,LTR/Gypsy,rnd-1_family-0,
2,805084,805144,LTR/Gypsy,rnd-1_family-0,
2,807289,807336,LTR/Gypsy,rnd-1_family-0,
2,830547,830789,LTR/Gypsy,rnd-1_family-0,
2,855203,855368,LTR/Gypsy,rnd-1_family-0,
2,861086,861273,LTR/Gypsy,rnd-1_family-0,
2,864870,866364,LTR/Gypsy,rnd-1_family-0,
2,864870,865236,LTR/Gypsy,rnd-1_family-0,
2,866270,866364,LTR/Gypsy,rnd-1_family-0,
2,887485,887699,LTR/Gypsy,rnd-1_family-0,
2,887485,887507,LTR/Gypsy,rnd-1_family-0,
2,887688,887699,LTR/Gypsy,rnd-1_family-0,
2,890813,890969,LTR/Gypsy,rnd-1_family-0,
2,906966,907177,LTR/Gypsy,rnd-1_family-0,
2,914403,914665,LTR/Gypsy,rnd-1_family-0,
2,914403,914452,LTR/Gypsy,rnd-1_family-0,
2,914634,914665,LTR/Gypsy,rnd-1_family-0,
2,940468,940626,LTR/Gypsy,rnd-1_family-0,
2,964625,964944,LTR/Gypsy,rnd-1_family-0,
2,964625,964635,LTR/Gypsy,rnd-1_family-0,
2,964842,964944,LTR/Gypsy,rnd-1_family-0,
2,1003961,1004366,LTR/Gypsy,rnd-1_family-0,
2,1003961,1004019,LTR/Gypsy,rnd-1_family-0,
2,1004324,1004366,LTR/Gypsy,rnd-1_family-0,
2,1007955,1008130,LTR/Gypsy,rnd-1_family-0,
2,1019471,1019653,LTR/Gypsy,rnd-1_family-0,
2,1023420,1023620,LTR/Gypsy,rnd-1_family-0,
2,1053905,1054059,LTR/Gypsy,rnd-1_family-0,
2,1067837,1068056,LTR/Gypsy,rnd-1_family-0,
2,1067837,1067867,LTR/Gypsy,rnd-1_family-0,
2,1068034,1068056,LTR/Gypsy,rnd-1_family-0,
2,1074715,1074811,LTR/Gypsy,rnd-1_family-0,
2,1076943,1077328,LTR/Gypsy,rnd-1_family-0,
2,1094336,1094502,LTR/Gypsy,rnd-1_family-0,
2,1105416,1105440,LTR/Gypsy,rnd-1_family-0,
2,1107024,1107304,LTR/Gypsy,rnd-1_family-0,
2,1120175,1120425,LTR/Gypsy,rnd-1_family-0,
2,1120175,1120370,LTR/Gypsy,rnd-1_family-0,
2,1120293,1120425,LTR/Gypsy,rnd-1_family-0,
2,1139658,1139836,LTR/Gypsy,rnd-1_family-0,
2,1143565,1145025,LTR/Gypsy,rnd-1_family-0,
2,1143565,1143633,LTR/Gypsy,rnd-1_family-0,
2,1144980,1145025,LTR/Gypsy,rnd-1_family-0,
2,1181014,1181187,LTR/Gypsy,rnd-1_family-0,
2,1184639,1185792,LTR/Gypsy,rnd-1_family-0,
2,1184639,1184688,LTR/Gypsy,rnd-1_family-0,
2,1185548,1185792,LTR/Gypsy,rnd-1_family-0,
2,1191349,1191569,LTR/Gypsy,rnd-1_family-0,
2,1199747,1199987,LTR/Gypsy,rnd-1_family-0,
2,1210106,1210271,LTR/Gypsy,rnd-1_family-0,
2,1246551,1246698,LTR/Gypsy,rnd-1_family-0,
2,1246551,1246567,LTR/Gypsy,rnd-1_family-0,
2,1246688,1246698,LTR/Gypsy,rnd-1_family-0,
2,1269151,1269274,LTR/Gypsy,rnd-1_family-0,
2,1293616,1293790,LTR/Gypsy,rnd-1_family-0,
2,1328100,1328269,LTR/Gypsy,rnd-1_family-0,
2,1417658,1417840,LTR/Gypsy,rnd-1_family-0,
2,1428696,1428748,LTR/Gypsy,rnd-1_family-0,
2,1432274,1432350,LTR/Gypsy,rnd-1_family-0,
2,1441825,1444730,LTR/Gypsy,rnd-1_family-0,
2,1441825,1442012,LTR/Gypsy,rnd-1_family-0,
2,1443997,1444165,LTR/Gypsy,rnd-1_family-0,
2,1444528,1444730,LTR/Gypsy,rnd-1_family-0,
2,1442812,1443134,LTR/Gypsy,rnd-1_family-0,
2,1473965,1474134,LTR/Gypsy,rnd-1_family-0,
2,1474064,1474208,LTR/Gypsy,rnd-1_family-0,
2,1474652,1474856,LTR/Gypsy,rnd-1_family-0,
2,1504181,1504309,LTR/Gypsy,rnd-1_family-0,
2,1575289,1575457,LTR/Gypsy,rnd-1_family-0,
2,1630907,1632722,LTR/Gypsy,rnd-1_family-0,
2,1650095,1650261,LTR/Gypsy,rnd-1_family-0,
2,1659037,1660651,LTR/Gypsy,rnd-1_family-0,
2,1659037,1659215,LTR/Gypsy,rnd-1_family-0,
2,1660483,1660651,LTR/Gypsy,rnd-1_family-0,
2,1692243,1692490,LTR/Gypsy,rnd-1_family-0,
2,1692243,1692259,LTR/Gypsy,rnd-1_family-0,
2,1692410,1692490,LTR/Gypsy,rnd-1_family-0,
2,1707716,1708011,LTR/Gypsy,rnd-1_family-0,
2,1714492,1714753,LTR/Gypsy,rnd-1_family-0,
2,1750432,1750596,LTR/Gypsy,rnd-1_family-0,
2,1753600,1753764,LTR/Gypsy,rnd-1_family-0,
2,1762200,1762344,LTR/Gypsy,rnd-1_family-0,
2,1766342,1767797,LTR/Gypsy,rnd-1_family-0,
2,1766342,1766588,LTR/Gypsy,rnd-1_family-0,
2,1767628,1767797,LTR/Gypsy,rnd-1_family-0,
2,1769470,1769639,LTR/Gypsy,rnd-1_family-0,
2,1778760,1778853,LTR/Gypsy,rnd-1_family-0,
2,1780508,1780527,LTR/Gypsy,rnd-1_family-0,
2,1791366,1791636,LTR/Gypsy,rnd-1_family-0,
2,1796039,1796088,LTR/Gypsy,rnd-1_family-0,
2,1803117,1803238,LTR/Gypsy,rnd-1_family-0,
2,1816763,1816969,LTR/Gypsy,rnd-1_family-0,
2,1816763,1816793,LTR/Gypsy,rnd-1_family-0,
2,1816927,1816969,LTR/Gypsy,rnd-1_family-0,
2,1828442,1830085,LTR/Gypsy,rnd-1_family-0,
2,1828442,1828619,LTR/Gypsy,rnd-1_family-0,
2,1829894,1830085,LTR/Gypsy,rnd-1_family-0,
2,1852602,1852802,LTR/Gypsy,rnd-1_family-0,
2,1856965,1856997,LTR/Gypsy,rnd-1_family-0,
2,1861209,1861377,LTR/Gypsy,rnd-1_family-0,
2,1872134,1872228,LTR/Gypsy,rnd-1_family-0,
2,1891851,1892007,LTR/Gypsy,rnd-1_family-0,
2,1924850,1924915,LTR/Gypsy,rnd-1_family-0,
2,1924868,1924962,LTR/Gypsy,rnd-1_family-0,
2,1938086,1938271,LTR/Gypsy,rnd-1_family-0,
2,1938086,1938110,LTR/Gypsy,rnd-1_family-0,
2,1938256,1938271,LTR/Gypsy,rnd-1_family-0,
2,1950386,1950660,LTR/Gypsy,rnd-1_family-0,
2,1959463,1959588,LTR/Gypsy,rnd-1_family-0,
2,1989545,1989578,LTR/Gypsy,rnd-1_family-0,
2,1993361,1993384,LTR/Gypsy,rnd-1_family-0,
2,2010093,2010243,LTR/Gypsy,rnd-1_family-0,
2,2017261,2017520,LTR/Gypsy,rnd-1_family-0,
2,2066266,2066461,LTR/Gypsy,rnd-1_family-0,
2,2069862,2071205,LTR/Gypsy,rnd-1_family-0,
2,2069862,2070065,LTR/Gypsy,rnd-1_family-0,
2,2071185,2071205,LTR/Gypsy,rnd-1_family-0,
2,2082545,2082575,LTR/Gypsy,rnd-1_family-0,
2,2083873,2084040,LTR/Gypsy,rnd-1_family-0,
2,2160387,2160484,LTR/Gypsy,rnd-1_family-0,
2,2183764,2183826,LTR/Gypsy,rnd-1_family-0,
2,2195118,2195420,LTR/Gypsy,rnd-1_family-0,
2,2195118,2195383,LTR/Gypsy,rnd-1_family-0,
2,2195400,2195420,LTR/Gypsy,rnd-1_family-0,
2,2195157,2195193,LTR/Gypsy,rnd-1_family-0,
2,2195197,2195456,LTR/Gypsy,rnd-1_family-0,
2,2215635,2215726,LTR/Gypsy,rnd-1_family-0,
2,2240616,2240945,LTR/Gypsy,rnd-1_family-0,
2,2248114,2248175,LTR/Gypsy,rnd-1_family-0,
2,2254891,2255072,LTR/Gypsy,rnd-1_family-0,
2,2254891,2254909,LTR/Gypsy,rnd-1_family-0,
2,2255061,2255072,LTR/Gypsy,rnd-1_family-0,
2,2272569,2272735,LTR/Gypsy,rnd-1_family-0,
2,2292963,2293244,LTR/Gypsy,rnd-1_family-0,
2,2298495,2298616,LTR/Gypsy,rnd-1_family-0,
2,2303971,2304190,LTR/Gypsy,rnd-1_family-0,
2,2356066,2356249,LTR/Gypsy,rnd-1_family-0,
2,2418821,2418954,LTR/Gypsy,rnd-1_family-0,
2,2443893,2444072,LTR/Gypsy,rnd-1_family-0,
2,2456475,2456752,LTR/Gypsy,rnd-1_family-0,
2,2465575,2465700,LTR/Gypsy,rnd-1_family-0,
2,2502822,2503084,LTR/Gypsy,rnd-1_family-0,
2,2503821,2503987,LTR/Gypsy,rnd-1_family-0,
2,2515276,2515493,LTR/Gypsy,rnd-1_family-0,
2,2524776,2524956,LTR/Gypsy,rnd-1_family-0,
2,2524931,2525120,LTR/Gypsy,rnd-1_family-0,
2,2595816,2595833,LTR/Gypsy,rnd-1_family-0,
2,2639095,2639380,LTR/Gypsy,rnd-1_family-0,
2,2639095,2639135,LTR/Gypsy,rnd-1_family-0,
2,2639351,2639380,LTR/Gypsy,rnd-1_family-0,
2,2644632,2644711,LTR/Gypsy,rnd-1_family-0,
